0.000000 0.242061 0.000000 
0.000200 0.242064 0.009682 
0.000400 0.242071 0.019365 
0.000600 0.242084 0.029048 
0.000800 0.242102 0.038732 
0.001000 0.242124 0.048416 
0.001200 0.242152 0.058102 
0.001400 0.242184 0.067789 
0.001600 0.242222 0.077477 
0.001800 0.242264 0.087166 
0.002000 0.242311 0.096858 
0.002200 0.242364 0.106551 
0.002400 0.242421 0.116247 
0.002600 0.242482 0.125945 
0.002800 0.242549 0.135646 
0.003000 0.242620 0.145349 
0.003200 0.242696 0.155055 
0.003400 0.242777 0.164765 
0.003600 0.242862 0.174478 
0.003800 0.242952 0.184194 
0.004000 0.243046 0.193914 
0.004200 0.243144 0.203638 
0.004400 0.243247 0.213365 
0.004600 0.243354 0.223097 
0.004800 0.243466 0.232834 
0.005000 0.243581 0.242575 
0.005200 0.243701 0.252320 
0.005400 0.243825 0.262071 
0.005600 0.243952 0.271826 
0.005800 0.244084 0.281587 
0.006000 0.244219 0.291353 
0.006200 0.244358 0.301125 
0.006400 0.244500 0.310902 
0.006600 0.244646 0.320685 
0.006800 0.244795 0.330473 
0.007000 0.244948 0.340268 
0.007200 0.245104 0.350069 
0.007400 0.245263 0.359877 
0.007600 0.245425 0.369690 
0.007800 0.245589 0.379511 
0.008000 0.245757 0.389338 
0.008200 0.245927 0.399171 
0.008400 0.246100 0.409012 
0.008600 0.246276 0.418859 
0.008800 0.246454 0.428714 
0.009000 0.246634 0.438576 
0.009200 0.246816 0.448445 
0.009400 0.247001 0.458321 
0.009600 0.247187 0.468205 
0.009800 0.247375 0.478096 
0.010000 0.247565 0.487995 
0.010200 0.247756 0.497901 
0.010400 0.247949 0.507815 
0.010600 0.248143 0.517737 
0.010800 0.248338 0.527667 
0.011000 0.248535 0.537604 
0.011200 0.248732 0.547550 
0.011400 0.248930 0.557503 
0.011600 0.249129 0.567464 
0.011800 0.249329 0.577433 
0.012000 0.249529 0.587410 
0.012200 0.249729 0.597395 
0.012400 0.249930 0.607389 
0.012600 0.250130 0.617390 
0.012800 0.250331 0.627399 
0.013000 0.250531 0.637416 
0.013200 0.250731 0.647442 
0.013400 0.250931 0.657475 
0.013600 0.251130 0.667516 
0.013800 0.251328 0.677565 
0.014000 0.251526 0.687622 
0.014200 0.251723 0.697687 
0.014400 0.251918 0.707760 
0.014600 0.252113 0.717841 
0.014800 0.252306 0.727929 
0.015000 0.252498 0.738025 
0.015200 0.252688 0.748129 
0.015400 0.252877 0.758240 
0.015600 0.253064 0.768359 
0.015800 0.253249 0.778485 
0.016000 0.253431 0.788619 
0.016200 0.253612 0.798760 
0.016400 0.253791 0.808908 
0.016600 0.253967 0.819063 
0.016800 0.254141 0.829225 
0.017000 0.254312 0.839394 
0.017200 0.254480 0.849570 
0.017400 0.254646 0.859753 
0.017600 0.254809 0.869942 
0.017800 0.254969 0.880137 
0.018000 0.255125 0.890339 
0.018200 0.255279 0.900547 
0.018400 0.255429 0.910761 
0.018600 0.255576 0.920981 
0.018800 0.255719 0.931207 
0.019000 0.255859 0.941439 
0.019200 0.255995 0.951676 
0.019400 0.256127 0.961918 
0.019600 0.256255 0.972166 
0.019800 0.256380 0.982419 
0.020000 0.256500 0.992676 
0.020200 0.256617 1.002939 
0.020400 0.256729 1.013206 
0.020600 0.256837 1.023477 
0.020800 0.256941 1.033753 
0.021000 0.257040 1.044032 
0.021200 0.257135 1.054316 
0.021400 0.257226 1.064603 
0.021600 0.257312 1.074894 
0.021800 0.257393 1.085188 
0.022000 0.257470 1.095485 
0.022200 0.257542 1.105785 
0.022400 0.257609 1.116088 
0.022600 0.257671 1.126394 
0.022800 0.257729 1.136702 
0.023000 0.257782 1.147012 
0.023200 0.257829 1.157325 
0.023400 0.257872 1.167639 
0.023600 0.257910 1.177954 
0.023800 0.257943 1.188271 
0.024000 0.257971 1.198590 
0.024200 0.257994 1.208909 
0.024400 0.258011 1.219229 
0.024600 0.258024 1.229550 
0.024800 0.258032 1.239871 
0.025000 0.258034 1.250192 
0.025200 0.258032 1.260514 
0.025400 0.258024 1.270835 
0.025600 0.258011 1.281155 
0.025800 0.257994 1.291476 
0.026000 0.257971 1.301795 
0.026200 0.257943 1.312113 
0.026400 0.257910 1.322430 
0.026600 0.257872 1.332746 
0.026800 0.257829 1.343060 
0.027000 0.257781 1.353372 
0.027200 0.257728 1.363682 
0.027400 0.257670 1.373990 
0.027600 0.257607 1.384296 
0.027800 0.257540 1.394599 
0.028000 0.257467 1.404899 
0.028200 0.257390 1.415196 
0.028400 0.257308 1.425490 
0.028600 0.257222 1.435781 
0.028800 0.257131 1.446068 
0.029000 0.257035 1.456351 
0.029200 0.256935 1.466630 
0.029400 0.256830 1.476906 
0.029600 0.256721 1.487177 
0.029800 0.256608 1.497443 
0.030000 0.256490 1.507705 
0.030200 0.256368 1.517963 
0.030400 0.256243 1.528215 
0.030600 0.256113 1.538462 
0.030800 0.255979 1.548704 
0.031000 0.255841 1.558940 
0.031200 0.255700 1.569171 
0.031400 0.255555 1.579396 
0.031600 0.255406 1.589615 
0.031800 0.255254 1.599829 
0.032000 0.255098 1.610036 
0.032200 0.254940 1.620236 
0.032400 0.254777 1.630431 
0.032600 0.254612 1.640619 
0.032800 0.254444 1.650800 
0.033000 0.254273 1.660974 
0.033200 0.254099 1.671142 
0.033400 0.253922 1.681302 
0.033600 0.253743 1.691455 
0.033800 0.253561 1.701601 
0.034000 0.253377 1.711740 
0.034200 0.253191 1.721872 
0.034400 0.253003 1.731995 
0.034600 0.252812 1.742112 
0.034800 0.252620 1.752220 
0.035000 0.252426 1.762321 
0.035200 0.252230 1.772414 
0.035400 0.252033 1.782500 
0.035600 0.251835 1.792577 
0.035800 0.251635 1.802646 
0.036000 0.251434 1.812708 
0.036200 0.251232 1.822761 
0.036400 0.251029 1.832806 
0.036600 0.250825 1.842843 
0.036800 0.250620 1.852872 
0.037000 0.250416 1.862893 
0.037200 0.250210 1.872906 
0.037400 0.250005 1.882910 
0.037600 0.249799 1.892906 
0.037800 0.249593 1.902894 
0.038000 0.249388 1.912873 
0.038200 0.249183 1.922845 
0.038400 0.248978 1.932808 
0.038600 0.248773 1.942763 
0.038800 0.248570 1.952710 
0.039000 0.248367 1.962649 
0.039200 0.248165 1.972579 
0.039400 0.247964 1.982502 
0.039600 0.247764 1.992416 
0.039800 0.247565 2.002323 
0.040000 0.247368 2.012222 
0.040200 0.247173 2.022112 
0.040400 0.246979 2.031996 
0.040600 0.246787 2.041871 
0.040800 0.246596 2.051738 
0.041000 0.246408 2.061599 
0.041200 0.246222 2.071451 
0.041400 0.246039 2.081296 
0.041600 0.245857 2.091134 
0.041800 0.245678 2.100965 
0.042000 0.245502 2.110789 
0.042200 0.245328 2.120605 
0.042400 0.245158 2.130415 
0.042600 0.244990 2.140218 
0.042800 0.244825 2.150014 
0.043000 0.244664 2.159804 
0.043200 0.244506 2.169587 
0.043400 0.244351 2.179364 
0.043600 0.244199 2.189135 
0.043800 0.244052 2.198900 
0.044000 0.243907 2.208660 
0.044200 0.243767 2.218413 
0.044400 0.243630 2.228161 
0.044600 0.243498 2.237904 
0.044800 0.243369 2.247641 
0.045000 0.243245 2.257373 
0.045200 0.243124 2.267100 
0.045400 0.243008 2.276823 
0.045600 0.242897 2.286541 
0.045800 0.242789 2.296255 
0.046000 0.242687 2.305964 
0.046200 0.242588 2.315670 
0.046400 0.242495 2.325372 
0.046600 0.242406 2.335070 
0.046800 0.242322 2.344764 
0.047000 0.242242 2.354455 
0.047200 0.242168 2.364144 
0.047400 0.242098 2.373829 
0.047600 0.242034 2.383511 
0.047800 0.241974 2.393192 
0.048000 0.241919 2.402869 
0.048200 0.241870 2.412545 
0.048400 0.241825 2.422219 
0.048600 0.241786 2.431891 
0.048800 0.241752 2.441562 
0.049000 0.241723 2.451231 
0.049200 0.241699 2.460900 
0.049400 0.241681 2.470568 
0.049600 0.241668 2.480234 
0.049800 0.241660 2.489901 
0.050000 0.241657 2.499567 
0.050200 0.241660 2.509234 
0.050400 0.241668 2.518900 
0.050600 0.241681 2.528567 
0.050800 0.241699 2.538235 
0.051000 0.241723 2.547903 
0.051200 0.241752 2.557573 
0.051400 0.241786 2.567243 
0.051600 0.241826 2.576916 
0.051800 0.241871 2.586590 
0.052000 0.241921 2.596265 
0.052200 0.241976 2.605943 
0.052400 0.242036 2.615623 
0.052600 0.242101 2.625306 
0.052800 0.242172 2.634992 
0.053000 0.242247 2.644680 
0.053200 0.242327 2.654371 
0.053400 0.242413 2.664066 
0.053600 0.242503 2.673765 
0.053800 0.242598 2.683467 
0.054000 0.242698 2.693172 
0.054200 0.242802 2.702882 
0.054400 0.242911 2.712597 
0.054600 0.243025 2.722315 
0.054800 0.243143 2.732039 
0.055000 0.243266 2.741767 
0.055200 0.243393 2.751500 
0.055400 0.243525 2.761238 
0.055600 0.243660 2.770982 
0.055800 0.243800 2.780731 
0.056000 0.243944 2.790486 
0.056200 0.244092 2.800247 
0.056400 0.244243 2.810014 
0.056600 0.244399 2.819786 
0.056800 0.244558 2.829566 
0.057000 0.244721 2.839351 
0.057200 0.244887 2.849143 
0.057400 0.245057 2.858942 
0.057600 0.245230 2.868748 
0.057800 0.245406 2.878561 
0.058000 0.245585 2.888380 
0.058200 0.245767 2.898207 
0.058400 0.245952 2.908042 
0.058600 0.246140 2.917884 
0.058800 0.246331 2.927733 
0.059000 0.246523 2.937590 
0.059200 0.246719 2.947455 
0.059400 0.246916 2.957328 
0.059600 0.247116 2.967208 
0.059800 0.247318 2.977097 
0.060000 0.247521 2.986994 
0.060200 0.247727 2.996899 
0.060400 0.247934 3.006812 
0.060600 0.248143 3.016733 
0.060800 0.248353 3.026663 
0.061000 0.248564 3.036602 
0.061200 0.248776 3.046548 
0.061400 0.248989 3.056504 
0.061600 0.249204 3.066468 
0.061800 0.249419 3.076440 
0.062000 0.249634 3.086421 
0.062200 0.249850 3.096411 
0.062400 0.250066 3.106409 
0.062600 0.250283 3.116416 
0.062800 0.250499 3.126432 
0.063000 0.250716 3.136456 
0.063200 0.250932 3.146489 
0.063400 0.251148 3.156531 
0.063600 0.251363 3.166581 
0.063800 0.251578 3.176640 
0.064000 0.251792 3.186707 
0.064200 0.252005 3.196783 
0.064400 0.252217 3.206867 
0.064600 0.252427 3.216960 
0.064800 0.252637 3.227062 
0.065000 0.252845 3.237171 
0.065200 0.253051 3.247289 
0.065400 0.253256 3.257415 
0.065600 0.253459 3.267550 
0.065800 0.253660 3.277692 
0.066000 0.253859 3.287842 
0.066200 0.254055 3.298001 
0.066400 0.254249 3.308167 
0.066600 0.254441 3.318341 
0.066800 0.254630 3.328522 
0.067000 0.254817 3.338711 
0.067200 0.255000 3.348907 
0.067400 0.255181 3.359111 
0.067600 0.255358 3.369322 
0.067800 0.255533 3.379539 
0.068000 0.255704 3.389764 
0.068200 0.255871 3.399996 
0.068400 0.256035 3.410234 
0.068600 0.256196 3.420478 
0.068800 0.256352 3.430729 
0.069000 0.256505 3.440987 
0.069200 0.256654 3.451250 
0.069400 0.256799 3.461519 
0.069600 0.256939 3.471794 
0.069800 0.257076 3.482074 
0.070000 0.257208 3.492360 
0.070200 0.257336 3.502651 
0.070400 0.257459 3.512946 
0.070600 0.257578 3.523247 
0.070800 0.257691 3.533553 
0.071000 0.257801 3.543862 
0.071200 0.257905 3.554177 
0.071400 0.258005 3.564495 
0.071600 0.258099 3.574817 
0.071800 0.258189 3.585143 
0.072000 0.258273 3.595472 
0.072200 0.258352 3.605804 
0.072400 0.258426 3.616140 
0.072600 0.258495 3.626478 
0.072800 0.258559 3.636820 
0.073000 0.258617 3.647163 
0.073200 0.258670 3.657509 
0.073400 0.258717 3.667857 
0.073600 0.258759 3.678206 
0.073800 0.258795 3.688557 
0.074000 0.258826 3.698910 
0.074200 0.258851 3.709263 
0.074400 0.258871 3.719618 
0.074600 0.258885 3.729973 
0.074800 0.258893 3.740328 
0.075000 0.258896 3.750684 
0.075200 0.258893 3.761040 
0.075400 0.258885 3.771396 
0.075600 0.258871 3.781751 
0.075800 0.258851 3.792105 
0.076000 0.258826 3.802459 
0.076200 0.258795 3.812811 
0.076400 0.258758 3.823162 
0.076600 0.258716 3.833512 
0.076800 0.258668 3.843859 
0.077000 0.258614 3.854205 
0.077200 0.258556 3.864549 
0.077400 0.258491 3.874889 
0.077600 0.258421 3.885228 
0.077800 0.258346 3.895563 
0.078000 0.258265 3.905895 
0.078200 0.258179 3.916224 
0.078400 0.258088 3.926550 
